2024-05-02 19:07:40,474 INFO    StreamThr :162050 [internal.py:wandb_internal():86] W&B internal server running at pid: 162050, started at: 2024-05-02 19:07:40.474469
2024-05-02 19:07:40,475 DEBUG   HandlerThread:162050 [handler.py:handle_request():146] handle_request: status
2024-05-02 19:07:40,476 INFO    WriterThread:162050 [datastore.py:open_for_write():87] open: /home/kcb/school/capstone_repo/gymnasium/wandb/run-20240502_190740-28ywm0wj/run-28ywm0wj.wandb
2024-05-02 19:07:40,477 DEBUG   SenderThread:162050 [sender.py:send():379] send: header
2024-05-02 19:07:40,478 DEBUG   SenderThread:162050 [sender.py:send():379] send: run
2024-05-02 19:07:40,814 INFO    SenderThread:162050 [dir_watcher.py:__init__():211] watching files in: /home/kcb/school/capstone_repo/gymnasium/wandb/run-20240502_190740-28ywm0wj/files
2024-05-02 19:07:40,814 INFO    SenderThread:162050 [sender.py:_start_run_threads():1124] run started: 28ywm0wj with start time 1714702060.474417
2024-05-02 19:07:40,832 DEBUG   HandlerThread:162050 [handler.py:handle_request():146] handle_request: check_version
2024-05-02 19:07:40,832 DEBUG   SenderThread:162050 [sender.py:send_request():406] send_request: check_version
2024-05-02 19:07:40,982 DEBUG   HandlerThread:162050 [handler.py:handle_request():146] handle_request: run_start
2024-05-02 19:07:40,995 DEBUG   HandlerThread:162050 [system_info.py:__init__():26] System info init
2024-05-02 19:07:40,995 DEBUG   HandlerThread:162050 [system_info.py:__init__():41] System info init done
2024-05-02 19:07:40,995 INFO    HandlerThread:162050 [system_monitor.py:start():194] Starting system monitor
2024-05-02 19:07:40,995 INFO    SystemMonitor:162050 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-02 19:07:40,995 INFO    HandlerThread:162050 [system_monitor.py:probe():214] Collecting system info
2024-05-02 19:07:40,996 INFO    SystemMonitor:162050 [interfaces.py:start():190] Started cpu monitoring
2024-05-02 19:07:40,996 INFO    SystemMonitor:162050 [interfaces.py:start():190] Started disk monitoring
2024-05-02 19:07:40,997 INFO    SystemMonitor:162050 [interfaces.py:start():190] Started gpu monitoring
2024-05-02 19:07:40,997 INFO    SystemMonitor:162050 [interfaces.py:start():190] Started memory monitoring
2024-05-02 19:07:40,997 INFO    SystemMonitor:162050 [interfaces.py:start():190] Started network monitoring
2024-05-02 19:07:41,006 DEBUG   HandlerThread:162050 [system_info.py:probe():150] Probing system
2024-05-02 19:07:41,007 DEBUG   HandlerThread:162050 [system_info.py:_probe_git():135] Probing git
2024-05-02 19:07:41,010 DEBUG   HandlerThread:162050 [system_info.py:_probe_git():143] Probing git done
2024-05-02 19:07:41,010 DEBUG   HandlerThread:162050 [system_info.py:probe():198] Probing system done
2024-05-02 19:07:41,010 DEBUG   HandlerThread:162050 [system_monitor.py:probe():223] {'os': 'Linux-6.8.7-arch1-1-x86_64-with-glibc2.39', 'python': '3.12.3', 'heartbeatAt': '2024-05-03T02:07:41.006754', 'startedAt': '2024-05-03T02:07:40.471099', 'docker': None, 'cuda': None, 'args': ('-e', 'models/SAC/Humanoid-v4_1000000.zip'), 'state': 'running', 'program': '/home/kcb/school/capstone_repo/gymnasium/main.py', 'codePathLocal': 'main.py', 'codePath': 'gymnasium/main.py', 'git': {'remote': 'git@github.com:keoniburns/capstone_repo.git', 'commit': '67f0b438fd1dd0475e1cff665a7aff02dc6d1796'}, 'email': 'keoni.burns@gmail.com', 'root': '/home/kcb/school/capstone_repo', 'host': 'kcb', 'username': 'kcb', 'executable': '/home/kcb/capstone/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 4400.685125, 'min': 800.0, 'max': 4800.0}, 'cpu_freq_per_core': [{'current': 4400.682, 'min': 800.0, 'max': 4800.0}, {'current': 4401.586, 'min': 800.0, 'max': 4800.0}, {'current': 4399.536, 'min': 800.0, 'max': 4800.0}, {'current': 4400.268, 'min': 800.0, 'max': 4800.0}, {'current': 4402.338, 'min': 800.0, 'max': 4800.0}, {'current': 4400.371, 'min': 800.0, 'max': 4800.0}, {'current': 4402.085, 'min': 800.0, 'max': 4800.0}, {'current': 4399.904, 'min': 800.0, 'max': 4800.0}, {'current': 4400.164, 'min': 800.0, 'max': 4800.0}, {'current': 4400.057, 'min': 800.0, 'max': 4800.0}, {'current': 4400.125, 'min': 800.0, 'max': 4800.0}, {'current': 4400.355, 'min': 800.0, 'max': 4800.0}, {'current': 4400.289, 'min': 800.0, 'max': 4800.0}, {'current': 4403.571, 'min': 800.0, 'max': 4800.0}, {'current': 4399.459, 'min': 800.0, 'max': 4800.0}, {'current': 4400.172, 'min': 800.0, 'max': 4800.0}], 'disk': {'/': {'total': 373.9540367126465, 'used': 101.35215759277344}}, 'gpu': 'NVIDIA GeForce RTX 2060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2060', 'memory_total': 6442450944}], 'memory': {'total': 15.424579620361328}}
2024-05-02 19:07:41,010 INFO    HandlerThread:162050 [system_monitor.py:probe():224] Finished collecting system info
2024-05-02 19:07:41,010 INFO    HandlerThread:162050 [system_monitor.py:probe():227] Publishing system info
2024-05-02 19:07:41,011 INFO    HandlerThread:162050 [system_monitor.py:probe():229] Finished publishing system info
2024-05-02 19:07:41,013 DEBUG   SenderThread:162050 [sender.py:send():379] send: files
2024-05-02 19:07:41,014 INFO    SenderThread:162050 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-02 19:07:41,063 DEBUG   HandlerThread:162050 [handler.py:handle_request():146] handle_request: python_packages
2024-05-02 19:07:41,063 DEBUG   SenderThread:162050 [sender.py:send_request():406] send_request: python_packages
2024-05-02 19:07:41,105 DEBUG   HandlerThread:162050 [handler.py:handle_request():146] handle_request: stop_status
2024-05-02 19:07:41,105 DEBUG   HandlerThread:162050 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-02 19:07:41,105 DEBUG   SenderThread:162050 [sender.py:send_request():406] send_request: stop_status
2024-05-02 19:07:41,321 DEBUG   SenderThread:162050 [sender.py:send():379] send: telemetry
2024-05-02 19:07:41,322 DEBUG   SenderThread:162050 [sender.py:send():379] send: exit
2024-05-02 19:07:41,322 INFO    SenderThread:162050 [sender.py:send_exit():586] handling exit code: 1
2024-05-02 19:07:41,322 INFO    SenderThread:162050 [sender.py:send_exit():588] handling runtime: 0
2024-05-02 19:07:41,323 INFO    SenderThread:162050 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
