2024-05-02 19:07:01,534 INFO    StreamThr :161595 [internal.py:wandb_internal():86] W&B internal server running at pid: 161595, started at: 2024-05-02 19:07:01.534437
2024-05-02 19:07:01,535 DEBUG   HandlerThread:161595 [handler.py:handle_request():146] handle_request: status
2024-05-02 19:07:01,537 INFO    WriterThread:161595 [datastore.py:open_for_write():87] open: /home/kcb/school/capstone_repo/gymnasium/wandb/run-20240502_190701-6u28bnse/run-6u28bnse.wandb
2024-05-02 19:07:01,537 DEBUG   SenderThread:161595 [sender.py:send():379] send: header
2024-05-02 19:07:01,538 DEBUG   SenderThread:161595 [sender.py:send():379] send: run
2024-05-02 19:07:01,795 INFO    SenderThread:161595 [dir_watcher.py:__init__():211] watching files in: /home/kcb/school/capstone_repo/gymnasium/wandb/run-20240502_190701-6u28bnse/files
2024-05-02 19:07:01,795 INFO    SenderThread:161595 [sender.py:_start_run_threads():1124] run started: 6u28bnse with start time 1714702021.53438
2024-05-02 19:07:01,799 DEBUG   HandlerThread:161595 [handler.py:handle_request():146] handle_request: check_version
2024-05-02 19:07:01,799 DEBUG   SenderThread:161595 [sender.py:send_request():406] send_request: check_version
2024-05-02 19:07:01,966 DEBUG   HandlerThread:161595 [handler.py:handle_request():146] handle_request: run_start
2024-05-02 19:07:01,977 DEBUG   HandlerThread:161595 [system_info.py:__init__():26] System info init
2024-05-02 19:07:01,977 DEBUG   HandlerThread:161595 [system_info.py:__init__():41] System info init done
2024-05-02 19:07:01,977 INFO    HandlerThread:161595 [system_monitor.py:start():194] Starting system monitor
2024-05-02 19:07:01,978 INFO    SystemMonitor:161595 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-02 19:07:01,978 INFO    HandlerThread:161595 [system_monitor.py:probe():214] Collecting system info
2024-05-02 19:07:01,978 INFO    SystemMonitor:161595 [interfaces.py:start():190] Started cpu monitoring
2024-05-02 19:07:01,979 INFO    SystemMonitor:161595 [interfaces.py:start():190] Started disk monitoring
2024-05-02 19:07:01,979 INFO    SystemMonitor:161595 [interfaces.py:start():190] Started gpu monitoring
2024-05-02 19:07:01,980 INFO    SystemMonitor:161595 [interfaces.py:start():190] Started memory monitoring
2024-05-02 19:07:01,980 INFO    SystemMonitor:161595 [interfaces.py:start():190] Started network monitoring
2024-05-02 19:07:01,989 DEBUG   HandlerThread:161595 [system_info.py:probe():150] Probing system
2024-05-02 19:07:01,990 DEBUG   HandlerThread:161595 [system_info.py:_probe_git():135] Probing git
2024-05-02 19:07:01,993 DEBUG   HandlerThread:161595 [system_info.py:_probe_git():143] Probing git done
2024-05-02 19:07:01,993 DEBUG   HandlerThread:161595 [system_info.py:probe():198] Probing system done
2024-05-02 19:07:01,993 DEBUG   HandlerThread:161595 [system_monitor.py:probe():223] {'os': 'Linux-6.8.7-arch1-1-x86_64-with-glibc2.39', 'python': '3.12.3', 'heartbeatAt': '2024-05-03T02:07:01.989416', 'startedAt': '2024-05-03T02:07:01.531240', 'docker': None, 'cuda': None, 'args': ('-e', 'models/SAC/Humanoid-v4_1000000.zip'), 'state': 'running', 'program': '/home/kcb/school/capstone_repo/gymnasium/main.py', 'codePathLocal': 'main.py', 'codePath': 'gymnasium/main.py', 'git': {'remote': 'git@github.com:keoniburns/capstone_repo.git', 'commit': '67f0b438fd1dd0475e1cff665a7aff02dc6d1796'}, 'email': 'keoni.burns@gmail.com', 'root': '/home/kcb/school/capstone_repo', 'host': 'kcb', 'username': 'kcb', 'executable': '/home/kcb/capstone/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 4583.248374999999, 'min': 800.0, 'max': 4800.0}, 'cpu_freq_per_core': [{'current': 4415.434, 'min': 800.0, 'max': 4800.0}, {'current': 4305.495, 'min': 800.0, 'max': 4800.0}, {'current': 4596.206, 'min': 800.0, 'max': 4800.0}, {'current': 4599.723, 'min': 800.0, 'max': 4800.0}, {'current': 4600.088, 'min': 800.0, 'max': 4800.0}, {'current': 4603.192, 'min': 800.0, 'max': 4800.0}, {'current': 4393.658, 'min': 800.0, 'max': 4800.0}, {'current': 4599.702, 'min': 800.0, 'max': 4800.0}, {'current': 4605.32, 'min': 800.0, 'max': 4800.0}, {'current': 4598.594, 'min': 800.0, 'max': 4800.0}, {'current': 4541.81, 'min': 800.0, 'max': 4800.0}, {'current': 4600.291, 'min': 800.0, 'max': 4800.0}, {'current': 4359.944, 'min': 800.0, 'max': 4800.0}, {'current': 4597.431, 'min': 800.0, 'max': 4800.0}, {'current': 4355.515, 'min': 800.0, 'max': 4800.0}, {'current': 4463.242, 'min': 800.0, 'max': 4800.0}], 'disk': {'/': {'total': 373.9540367126465, 'used': 101.33915710449219}}, 'gpu': 'NVIDIA GeForce RTX 2060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2060', 'memory_total': 6442450944}], 'memory': {'total': 15.424579620361328}}
2024-05-02 19:07:01,993 INFO    HandlerThread:161595 [system_monitor.py:probe():224] Finished collecting system info
2024-05-02 19:07:01,993 INFO    HandlerThread:161595 [system_monitor.py:probe():227] Publishing system info
2024-05-02 19:07:01,993 INFO    HandlerThread:161595 [system_monitor.py:probe():229] Finished publishing system info
2024-05-02 19:07:01,996 DEBUG   SenderThread:161595 [sender.py:send():379] send: files
2024-05-02 19:07:01,996 INFO    SenderThread:161595 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-02 19:07:02,046 DEBUG   HandlerThread:161595 [handler.py:handle_request():146] handle_request: python_packages
2024-05-02 19:07:02,046 DEBUG   SenderThread:161595 [sender.py:send_request():406] send_request: python_packages
